GROUP_NAME,N,AVG_PROB,MEDIAN_PROB,POSITIVE_SHARE
"Detroit-Warren-Dearborn, MI",410723,0.19403216674009263,9.999999747378752e-05,0.184859
"Manchester-Nashua, NH",39393,0.19308723840579045,9.999999747378752e-05,0.184246
"Trenton-Princeton, NJ",41711,0.1923544888157138,0.00019999999494757503,0.182901
"Palm Bay-Melbourne-Titusville, FL",52720,0.19067630274220032,0.00019999999494757503,0.180349
"Houston-Pasadena-The Woodlands, TX",792218,0.18926844097852571,0.00019999999494757503,0.179578
"Dallas-Fort Worth-Arlington, TX",856752,0.18740693344890588,0.00019999999494757503,0.177607
"Lafayette, LA",24378,0.18650977065410101,9.999999747378752e-05,0.176963
"Beaumont-Port Arthur, TX",14011,0.18345490648876547,9.999999747378752e-05,0.174078
"Decatur, AL",5489,0.1804454358582797,9.999999747378752e-05,0.170887
"Lexington Park, MD",11825,0.17958107368474746,9.999999747378752e-05,0.169979
"Huntsville, AL",49749,0.17186197475545636,9.999999747378752e-05,0.161772
"Lake Charles, LA",10452,0.16760624727115347,9.999999747378752e-05,0.157865
"San Jose-Sunnyvale-Santa Clara, CA",319228,0.16104825609979487,9.999999747378752e-05,0.152756
"Houma-Bayou Cane-Thibodaux, LA",6058,0.16142028703773187,9.999999747378752e-05,0.152691
"Midland, TX",11035,0.1523970906799243,9.999999747378752e-05,0.143271
"Odessa, TX",6842,0.15134302800794083,9.999999747378752e-05,0.142648
