is_hbcu_flag,institutions,N,AVG_PROB,POSITIVE_SHARE,COLLEGE_WEIGHTED_SHARE
1,82,568064,0.3045338270468011,0.29386612198449463,0.28959851219512195
0,2187,33436742,0.2535152561733864,0.2426614481418076,0.2623453886602652
