GROUP_NAME,N,AVG_PROB,POSITIVE_SHARE
Temple University,124655,0.2508918751891858,0.240117
Paul Mitchell The School Tinley Park,1955,0.2473031601047254,0.236224
Dominican College of Blauvelt,4182,0.2720110934006464,0.261621
National Latino Education Institute,932,0.37256560937860417,0.359739
Keesler Afb Technical School,859,0.13953333290387893,0.129944
Lamson College,927,0.17984878405145663,0.172743
Upper Valley Career Center,1888,0.2306925040248445,0.222998
Reformed University,1556,0.24495446284257297,0.228185
The Cooper Union For The Advancement of Science and Art,5287,0.16488347130063394,0.154052
Rockhurst University,12025,0.25166231914425996,0.241589
Northwestern College,8745,0.2743823584272292,0.264131
Quest College,925,0.2289553567197526,0.220865
University of Arkansas For Medical Sciences,4996,0.3919889931978335,0.381178
Central Piedmont Community College,25171,0.2038427017971172,0.194526
Orange County Community College,7026,0.23003870741562948,0.219980
Bryant&Stratton College-Parma,1416,0.2289260568701046,0.219345
Fayetteville State University,9890,0.3117931321449607,0.301983
Innovations Design Academy,2450,0.21444609941901357,0.204115
College Prep,12269,0.24819653683530132,0.237503
Wood Tobe-Coburn School,993,0.1541124898690043,0.144061
Renaissance Academie,1434,0.2279834810718285,0.219657
Saint Joseph's University-Philadelphia,594,0.2637976946334727,0.249280
Southwest Virginia Community College,2773,0.19879976356555587,0.189508
Waukesha County Technical College,12079,0.19340347626334917,0.184602
Portland Fashion Institute,2960,0.17649478420819928,0.166810
American College of Healthcare and Technology,840,0.35728492809246565,0.339104
National Tractor Trailer School Inc-Liverpool,1162,0.17865716387812805,0.164404
Northwest Kansas Technical College,2069,0.17844959064170532,0.170622
American Academy Mcallister Institute of Funeral Service,723,0.30785861226542216,0.299025
Ferrum College,2814,0.22789281197087985,0.217721
Saint Louis Community College-Florissant Valley,4281,0.20939862506816878,0.199801
Pinchot University,1193,0.36774935723591723,0.350449
International Institute of Municipal Clerks,604,0.29202158889600843,0.278146
Pima Medical Institute,4884,0.39648109409239835,0.382634
Smartly Institute,1817,0.26403423083114735,0.248490
Drew University,9578,0.28485363859475643,0.272876
School of The Art Institute of Chicago,13376,0.2312254136725999,0.219764
Baltimore City College,13686,0.24599175338975285,0.235405
California State University-Fresno,35350,0.2828515319314787,0.271688
Institute of Technology,28676,0.1394023387255095,0.128714
Lake Erie College,3683,0.23043047252333973,0.218933
Adventhealth University,2735,0.4186240444276937,0.407208
Institute For Doctoral Studies in The Visual Arts,780,0.20113781392457417,0.186885
Minnesota Paralegal Institute,2612,0.14584565539178307,0.138154
Joint Special Operations University,1673,0.2437565167386059,0.225681
The Rockefeller University,895,0.26710383850580643,0.253359
California State University Maritime Academy,2361,0.15193468143432856,0.140904
Connecticut State Community College,1250,0.2576763289459808,0.245346
Rc Career Institute,865,0.13255189484613852,0.124393
Brazosport College,4504,0.18900653778304347,0.179479
Linfield University-Mcminnville Campus,5607,0.26543480407024145,0.254240
State of Tennessee,682,0.2620094693028628,0.253664
Naval Aviation Technical Training Center,1515,0.15370847256309245,0.144091
Business Skills Institute,1104,0.24385603275983997,0.226998
Blue Heron Academy,2359,0.23735630525916404,0.228858
Immaculata University,7829,0.29742926345849985,0.287317
Defense Information School (Dinfos),6825,0.21567130411621818,0.201965
International Diving Institute,1737,0.23568257243658564,0.219875
Gwynedd Mercy University,6603,0.3071587293805137,0.298232
International Sports Science Academy,1850,0.3962509584781092,0.386881
Langston University,3841,0.29714192130909384,0.286628
Per Scholas Institute For Technology,2236,0.11689455607276227,0.109609
American Technical Institute,580,0.1334688220049011,0.122126
Colorado State University Global,11914,0.2705440735740109,0.257712
Women's Technical Institute,675,0.2217950181462168,0.208174
Ec Council University,911,0.18275866131893925,0.172319
Northwest University,4911,0.35036351843589797,0.340353
Northern Oklahoma College,2931,0.2234817298980212,0.212874
Liberty University,119142,0.35550258127937673,0.343125
Columbia Central University,1150,0.20281600282672865,0.192818
Butler County Community College,5008,0.2074834624066336,0.199333
Functional Medicine Coaching Academy Inc,791,0.7219677892338539,0.706202
Erie Business Center,642,0.1663314545860377,0.156103
Calhoun Area Career Center,978,0.2351551319900936,0.224779
Summit College,3439,0.2586207593465537,0.246876
The Sourcing Institute,646,0.22462819179738713,0.211125
Columbus State University,13233,0.25986084576584817,0.249528
Rutgers University-Newark,25676,0.24040186303576822,0.230264
CUNY Hostos Community College,4253,0.2821514294760732,0.272277
National Medical Education and Training Center,835,0.3319659458899313,0.320988
Millsaps College,4063,0.2548164746965742,0.245761
Harrison College (Indiana),3933,0.23234905872658015,0.222926
Indian Bible College,1115,0.2295236607637014,0.219971
Allgood Beauty Institute,660,0.16673655432691512,0.152661
Pennsylvania State University,248088,0.21110313689631055,0.200768
Heritage Institute-Jacksonville,752,0.20129632095514755,0.193611
Everest College-Tacoma,1263,0.2801716234194171,0.266621
Motlow State Community College,4229,0.2309520221020946,0.219567
University of Pittsburgh-Bradford,1640,0.23372269697104606,0.225581
Ibm Education Center,1441,0.12522809803101004,0.117076
Pine Technical&Community College,787,0.25777420843922644,0.247036
Ursuline Academy of Dallas,7771,0.2631393840960026,0.252273
Center For Advanced Research and Technology,843,0.2525107734285062,0.240940
Heatspring,638,0.2957470956215571,0.282581
American Association of Colleges of Nursing: Aacn,567,0.48903978135811926,0.467492
Lawton School,597,0.23571163661676237,0.227011
Six Sigma Global Institute,2223,0.18523011277087653,0.170189
University of Mary,5731,0.3008097989060662,0.288559
Athenaeum of Ohio,810,0.3478606288295708,0.337464
Faith Bible Institute,1270,0.3754793133979456,0.365732
Santa Rosa Junior College,19530,0.26376193906152506,0.252183
School of Aerospace Medicine,774,0.20920652612130078,0.192632
Vista College,2182,0.23345245182828622,0.221265
Lebanon County Area Vocational Technical School,1990,0.172460674106505,0.164389
Psychoanalytic Center of California,532,0.5538479748894519,0.533733
Michigan Career and Technical Institute,600,0.14045357095234906,0.129121
University of Miami,78551,0.23765203682503966,0.226672
Cochise County Community College District,12072,0.19196183837780498,0.180503
Shawsheen Valley School of Practical Nursing,1128,0.1665690249589384,0.158123
Digipen Institute of Technology,11425,0.259225358454647,0.250689
Everest Institute-Brighton,6229,0.24107105581360078,0.231812
National Geospatial-Intelligence Agency (NGA),911,0.15850224326385504,0.148598
Taylor Business Institute,1507,0.1496847246509353,0.137421
Khan Academy,724,0.23917460464446294,0.226002
Virginia College,11140,0.20389409338012,0.194518
Golden West College,11578,0.22483441417702207,0.215948
University of California-San Diego,116792,0.2500057236564732,0.239882
Puget Sound Skills Center,605,0.23032524987762187,0.223816
Hawthorn University,916,0.3326530376024329,0.319444
Clackamas Community College,7402,0.24547906096034414,0.234134
Travel Institute,1461,0.2320065222199167,0.221781
The University of The Arts,877,0.23713229519127305,0.224708
Teachers College at Columbia University,19821,0.5145099923368754,0.499183
National College of Business and Technology,1670,0.1590586270694428,0.152134
University of Arizona-Sierra Vista,741,0.245438919990842,0.231917
Asheville Yoga Center,983,0.5222213548508237,0.501357
University of Illinois Chicago,96995,0.2667442089429819,0.256377
Glenville State University,1666,0.19146008383707297,0.181857
University of South Alabama,23482,0.2660918765251376,0.255552
National Center For Competency Testing,904,0.3071870517484216,0.297585
Opoku Ware School,917,0.2547828774136439,0.246472
Harris-Stowe State University,2031,0.30275150785353494,0.288622
Professional Business College,6388,0.18652396377377864,0.172547
South Suburban College,7409,0.23123324437030465,0.221669
United States Military Academy,26024,0.21200503614563782,0.198370
Morehead State University,11703,0.2449132698581571,0.235742
Baran Institute of Technology,4111,0.08658022475134994,0.080142
Bridge Education Group,1427,0.3228510179272778,0.310552
Virginia Union University,4630,0.2813892665651593,0.271913
Texas Tech University System Administration,660,0.160687951906592,0.147256
Crown College,3584,0.32174087720114225,0.310746
Hospital Corpsman School,799,0.31481681242729104,0.297802
University of Silicon Valley,2474,0.1597909622298775,0.149931
Covenant School of Nursing and Allied Health,508,0.38062531792127824,0.375796
Command and General Staff College,4733,0.22417569058903608,0.208238
Sans Technology Institute,735,0.16300962543584105,0.145455
Campion College,2165,0.19442127699872752,0.182918
Computer Training Center,3761,0.11424937071604295,0.104338
College of Alameda,4001,0.24153034395446252,0.230008
National American University,7519,0.2208456359076342,0.209912
West Virginia University at Parkersburg,1907,0.17699813554920757,0.167763
Francis W. Parker School,2557,0.2771840006561665,0.266313
Kansas Wesleyan University,1648,0.24345268426450026,0.233404
Berry College,6443,0.2741564773421908,0.263334
Charles R Drew University of Medicine and Science,1482,0.5219061305869991,0.508876
"Elevate Salon Institute-Durham, Nc",2011,0.16234057740723795,0.154058
Norco College,3195,0.2548357209586162,0.242040
Urban Land Institute,739,0.2850961668896378,0.268293
Fayette Institute of Technology,855,0.22392586012050347,0.217935
Western Connecticut State University,12930,0.21958673197965095,0.208838
Paul Smiths College of Arts and Science,2829,0.19809438089544426,0.187113
Rhema Bible Training College,2016,0.3503808130602812,0.335290
College of The Sequoias,5499,0.2665761039721849,0.255112
National School of Real Estate,938,0.2101870054310613,0.197542
Mohave Community College,2184,0.26626643504359526,0.253467
Massachusetts College of Art and Design,8197,0.20269487226975186,0.191334
Academy For Addiction Professionals,861,0.5375195408556496,0.514776
Pennsylvania State University-Penn State York,813,0.20286769018137932,0.194252
The Training Center,10650,0.21238415075292502,0.199490
Wytheville Community College,1237,0.24746977134173706,0.239975
Dev Bootcamp,3690,0.23857898590611695,0.228266
California State University-Chico,46151,0.24827857887258292,0.238050
Doral College,922,0.2566322929020133,0.244954
Oxnard College,2943,0.2480785138218252,0.239257
Metropolitan Business College,654,0.2470499995115736,0.233586
Dana College,2834,0.26345542307581415,0.252452
San Bernardino Community College District,639,0.2279572449062922,0.212339
Williamsburg Technical College,815,0.21410286273804133,0.203476
Toyota University,587,0.12508770427020516,0.109290
Ralph and Luci Schey Sales Centre,729,0.23847291324777667,0.229746
Crestron Technical Institute,610,0.11736983360273556,0.108076
Mississippi Institute of Aesthetics Nails&Cosmetology,1152,0.28970756507339057,0.279800
College of The Canyons,12541,0.23803804327957312,0.229336
Atlanta Job Corps Center,1124,0.22266004289636784,0.213246
Our Lady of The Lake University,9971,0.30309948803859404,0.292157
Community Association Institute,913,0.22645279091998471,0.210181
The University of Texas at El Paso,28802,0.24192191093789975,0.232389
Los Angeles Film School,11847,0.1782521750139943,0.168467
Alcorn State University,4014,0.28057542717119266,0.270363
School of Business and Computer Science,669,0.1240621517884749,0.113924
University Hospital of The West Indies,12273,0.27341802334298804,0.262583
Barnes-Jewish College Goldfarb School of Nursing,1958,0.4557409852982926,0.444733
Real World Risk Institute,734,0.19708146809603924,0.186480
Pr Academy,1583,0.2476386296060909,0.233425
Roane State Community College,4238,0.235937021664261,0.224778
The Chicago School of Professional Psychology at Los Angeles,1601,0.5298351410943284,0.507562
The Art Institute of Atlanta,8417,0.15781062619597136,0.147886
Indiana County Technology Center,2305,0.17515044507866345,0.163697
Kilian Community College,603,0.20582930506696154,0.194444
Depaul University,103015,0.21358436554659407,0.202451
Great Bay Community College,2403,0.21964958058817982,0.211476
"Des Moines University-Osteopathic Medical Center-Des Moines, Ia",535,0.44512306575447885,0.430412
Otsego Area Boces-Practical Nursing Program,748,0.24160823135034376,0.227603
Mountain State College,749,0.18508231998217042,0.172376
Universal Technical Institute of Arizona Inc,4013,0.12383505607717887,0.117178
Houston Training School,1447,0.21840924338502357,0.207083
University of Nebraska Medical Center,6604,0.4278129584954454,0.419056
Belmont College,4849,0.17867163660948895,0.169870
University of Jamestown,1772,0.27519775723428086,0.264126
Aveda Arts&Sciences Institute Minneapolis,1097,0.3090434681966287,0.296348
University System of Maryland,1646,0.25093719996970565,0.242682
Oklahoma State University-Oklahoma City,1671,0.24006907443798317,0.228324
Bristol Technical Education Center,1059,0.18677652787132348,0.180114
Institute of Children's Literature,943,0.3201114465930237,0.308923
Sherman College of Chiropractic,726,0.5686296618536126,0.557303
American Institute of Healthcare Compliance,956,0.27912128909318923,0.264631
Saint Joseph's College (Indiana),523,0.22398127001767373,0.217391
Advanced Technologies Academy,1094,0.2297475692347674,0.216495
Bank Administration Institute (BAI),2215,0.1965501334362755,0.182652
Montverde Academy,580,0.25790617566275187,0.248529
Florida Christian University,3067,0.24940836556707421,0.239118
Mount Washington College,2188,0.18109722287937496,0.173819
United Education Institute-Ontario,852,0.2932534762205278,0.277256
Newport News Shipbuilding Apprentice School,1259,0.1746557225178237,0.164496
Coconino Community College,1541,0.28929908218369854,0.278655
Charter Oak State College,4541,0.2870256814782979,0.275282
North Hennepin Community College,10008,0.22152434756028497,0.211620
Escuela De Artes Plasticas Y Diseno De Puerto Rico,3542,0.18872291042932152,0.172053
Erickson College International,838,0.4426121985642594,0.421710
Coach Academy International,2490,0.5092391045016054,0.478143
South University-Richmond,5551,0.2359586226249579,0.223794
CUNY Medgar Evers College,5224,0.29872060417982477,0.287618
Troy University at Montgomery,1839,0.19667435541684158,0.187354
Colby Community College,1168,0.2660628312850775,0.257979
Gordon-Conwell Theological Seminary,3219,0.44640924093446016,0.430105
Northeast Lakeview College,1550,0.23339511866156193,0.223970
The Academy of South Florida,798,0.1364727450212547,0.127255
The International School of Hospitality,7031,0.16156812437306683,0.148415
Eastern Gateway Community College,6994,0.28170400255573186,0.270542
Houston Baptist University,6254,0.28472111848304266,0.273521
Epic Bible College&Graduate School,1155,0.37777009747629203,0.366775
International Cpr Institute,1829,0.3157377079922717,0.301484
Inter American University of Puerto Rico-Aguadilla,623,0.20257087899566187,0.188352
Strayer University-Florida,709,0.2189065834272141,0.202290
Orleans Technical College,733,0.14254851458942297,0.132013
Mountainland Technical College,2655,0.2068269081562684,0.197393
Biohealth College,909,0.25307613711188376,0.240483
Rio Salado College,10008,0.2635212545380755,0.251353
Embry-Riddle Aeronautical University-Daytona Beach,2297,0.16552381078409598,0.155291
Home Builders Institute,3540,0.20279626510271445,0.192716
Behavior University,551,0.40592982621027696,0.389325
Nevada State College,2502,0.3172253832874768,0.306338
Northland Pioneer College,1201,0.26570226706893346,0.252168
American School,19179,0.2266547522957655,0.214920
Albuquerque Academy,4848,0.25210857555468963,0.241879
Alp International Corporation,1471,0.21648879213943273,0.201510
Peachtree Yoga Center,1056,0.469710884784575,0.454852
Lake Superior College,4117,0.23879135481433536,0.229496
Singularity University,991,0.4064554885508474,0.390977
University of Missouri,22933,0.2434944344369388,0.231653
Curtis Institute of Music,620,0.28010817769343754,0.272615
Trinity International University,6277,0.37871164461574364,0.363606
Iona University,10408,0.18942145369537128,0.180442
California Specialized Training Institute,687,0.4461811563112036,0.433498
Swedish Institute A College of Health Sciences,2275,0.38705305265718914,0.368841
Southwestern College (OHIO),535,0.20743541618967104,0.199653
Infinity College,747,0.2836559719925534,0.271900
Mitchell College,2036,0.21605555516750394,0.207778
Fullerton College,21430,0.2089134798717845,0.199010
College of Pastoral Supervision and Psychotherapy,732,0.6033874978298965,0.587389
University of Dubuque,4354,0.2451278831742876,0.232954
Lake Region State College,1380,0.21709913013498963,0.206083
Carnegie Mellon University,68080,0.18928411635559944,0.179501
Southern Illinois University-Carbondale,61433,0.221175239569086,0.209938
Orange County Business College,1636,0.24276646215758022,0.234964
Codeup,2255,0.20021115891658822,0.191145
SUNY Maritime College,5864,0.12694805086962652,0.116097
John C Calhoun State Community College,8630,0.18253310933798952,0.172341
Rice University,33585,0.2255421173375074,0.214972
Victoria School,4362,0.1862894344235066,0.176753
Intellitec College,878,0.1903695892367964,0.178172
Conway School of Landscape Design,1610,0.2912231608622179,0.277311
Northern Essex Community College,7621,0.2066423033058236,0.197801
St Luke's College,3149,0.2873453155678603,0.273284
Qai Global Institute,1141,0.11639088876442999,0.107274
Toccoa Falls College,1622,0.38371308906725815,0.376224
Georgia Southwestern State University,4447,0.22847368199329862,0.217481
Western Business College,1222,0.21436351975842405,0.204082
Samadhi Center For Yoga,843,0.48800870842387667,0.472043
Lakeview College of Nursing,977,0.3235577045180086,0.314212
Holy Family University,6194,0.28887838985782777,0.277818
Automotive Training Center,1780,0.14529075560494345,0.137523
Professional Golfers Career College,1784,0.23315886464447544,0.221944
Remington College,3519,0.18569173051952964,0.175940
Landmark College,10397,0.38730645783850653,0.369164
Trinity International University-Florida,500,0.3452910904943425,0.334869
Institute of Business and Finance,2464,0.20518054195519217,0.192965
M T Training Center,1529,0.18723954232223416,0.177914
Forest Lake Academy,6802,0.2365259780643673,0.224260
Life Chiropractic College West,1361,0.6429631595287981,0.635723
Yti Career Institute-York,1117,0.17495481545615327,0.168555
Claflin University,3126,0.30716453040230285,0.298045
International Business College-Indianapolis,4251,0.1722565414742531,0.163897
Willamette University,10352,0.2953596986909732,0.283400
Ridley Lowell Business and Technical Institute,781,0.19053066092484863,0.181363
Patrick Henry Community College,2066,0.2326592901377596,0.222436
New England Culinary Institute,1392,0.2136931196288187,0.198758
Roanoke-Chowan Community College,752,0.25039803159804114,0.241898
University of Wisconsin-Barron County,591,0.24069930451403504,0.223611
Solar Living Institute,1606,0.2854159574823768,0.272814
Event Leadership Institute,785,0.2807778989487499,0.263676
West Virginia University Institute of Technology,3192,0.1573486434645565,0.149724
College of Charleston,29699,0.24997767639699603,0.239741
Mitsu Sato Hair Academy,905,0.24466794333439734,0.228972
Oregon College of Art and Craft,998,0.22959479981067707,0.216000
Antelope Valley Community College District,7199,0.247076579916654,0.235913
Healthcare Training Institute,1199,0.3401905666712811,0.327660
Webb Institute,2669,0.21967754660431812,0.209662
Mitchell Community College,2660,0.22128472101142221,0.211660
Johnston Community College,4851,0.24250940856519299,0.234595
Knowledge Systems Institute,915,0.23767441962849534,0.227062
Western Piedmont Community College,2205,0.22052090814746286,0.209805
California State University-San Marcos,23239,0.2864687583572275,0.275943
Frostburg State University,11462,0.23068969414697205,0.221486
Southwest Minnesota State University,5532,0.2370826951255701,0.226187
Simi Institute For Careers and Education,4037,0.11827458237190318,0.111068
Pfeiffer University,5593,0.2741504774239368,0.263132
Community College of Baltimore County,20745,0.22911880142406366,0.219474
Columbia Basin College,6496,0.23442522401215463,0.224764
Sqf Institute,1592,0.1953557978748494,0.179927
Vmware,1650,0.09554484559462177,0.085986
Widener University,21061,0.25639091519676677,0.245446
Valencia College,52934,0.22375645677978534,0.213229
Davis&Elkins College,1406,0.2341815538453541,0.224299
Sanford-Brown College,5370,0.2210906298486712,0.209256
Gateway Community College,9066,0.26191230414380084,0.251766
Institute For Professional Excellence in Coaching (IPEC),5642,0.5981759110556031,0.572386
The University of The South,6307,0.2726429941027214,0.260107
Mars Hill University,3010,0.2572750173070332,0.246000
Greene County Career and Technology Center,1710,0.22490258764475327,0.214207
Recovery University,525,0.5551935112153739,0.536392
Great Oaks Career Campuses,1523,0.21374741995778224,0.203752
Morningside University,3725,0.28550873042568403,0.274011
Delaware County Community College,12716,0.21324540030749012,0.204146
University of Central Missouri,32666,0.22013692908102664,0.209802
Lynn University,8645,0.23538268905005613,0.223976
American Health Care Academy,3094,0.36731921611365226,0.352861
Gonzaga University,23334,0.3038059501691388,0.291841
Bryant&Stratton College-Albany,765,0.20350974878768294,0.193050
Pasco-Hernando State College,7670,0.25158770936465263,0.241751
Cornerstone University,6942,0.3314014183903828,0.319732
William T Mcfatter Technical College,1857,0.21659255975582176,0.205017
University of Michigan-Flint,12416,0.27705287232815756,0.265289
University of North Texas,117840,0.2412312675072071,0.230877
Marygrove College,3461,0.37939256883627187,0.366717
Drury University,7584,0.27530759382080955,0.264028
Riverland Community College,3772,0.2296222342527005,0.217895
Cape Cod Community College,4522,0.24209974306328466,0.228967
Seward County Community College,1295,0.21219001209955823,0.203562
Escuela Hotelera De San Juan,1358,0.15757276254172564,0.140380
Yale-New Haven Hospital Dietetic Internship,1373,0.5103549187499077,0.496925
Sparks College,798,0.24478329606807697,0.230088
Touro University Worldwide,3000,0.38294646860763476,0.369214
Catalyst Coaching Institute,807,0.26387964160800054,0.253915
National Defense University,10108,0.20566469266113013,0.189449
Randolph-Macon College,4720,0.23711669116488715,0.226532
Texas Institute,7359,0.15418355711785625,0.145432
Nassau Community College,25266,0.19889625697162408,0.189481
Blue Mountain Community College,2483,0.2118486861762141,0.204531
Holyoke Community College,6411,0.23413676487476678,0.224919
Specs Howard School of Media Arts,3639,0.17484001820030193,0.162627
Earlham College,4193,0.36699048743105045,0.353703
Digital Media Arts College,2702,0.17225160342786897,0.162901
Westmed College,549,0.26810535324567947,0.250362
Learn Academy,7269,0.18511743312122156,0.171579
Harding University,12476,0.28762467325478397,0.275403
International Correspondence School,986,0.15885610325792995,0.151172
The School of The New York Times,1045,0.29647745086577604,0.284996
Shippensburg University of Pennsylvania,18496,0.22785045374594062,0.216900
Project Management Training Institute (PMTI),1425,0.15677631057974753,0.146557
Sig University,695,0.20040286078278977,0.193758
Hogan School of Real Estate,1278,0.2681362826795226,0.252027
San Diego Culinary Institute,593,0.17291214854428646,0.161125
Institute For Functional Medicine,643,0.7186625943294761,0.709512
Pathway Vocational Academy,878,0.25686985814835694,0.246948
Baptist Health System School of Health Professions,1395,0.36768543579407587,0.356939
Burlington Technical Center,953,0.21296767952758583,0.203499
Belhaven University,7046,0.2806371521537042,0.269874
Caregiver Training Institute,683,0.4649123878568773,0.455569
Mcdowell Technical Community College,836,0.2304815394745404,0.222635
Broadview College,2159,0.2825860448399182,0.272161
Dale Carnegie Institute,1278,0.21031025760703143,0.197882
Georgia Northwestern Technical College,3500,0.1901295077327614,0.179518
Brookdale Community College,16453,0.20025313428714886,0.191136
Suny-System Office,2478,0.23314653271627153,0.221880
Cayuga County Community College,3103,0.20892957226566464,0.198046
Tony Robbins Mastery University,1797,0.47673922408006647,0.451613
Kent State University at Tuscarawas,947,0.21253797724513127,0.204618
Cairo American College,2671,0.19733848033479026,0.188809
Triad Tech,589,0.1723732135217991,0.160714
City Colleges of Chicago-Richard J Daley College,3971,0.21252787696761538,0.202580
Northern Illinois University,77793,0.21961629180548192,0.208765
Universal Technical Institute of Northern California Inc,609,0.142320924042471,0.129076
Devry University-Illinois,48146,0.1808550749833977,0.169275
South Bronx Job Corps,510,0.23818741787037498,0.227124
Kal Academy,2560,0.19838555623501966,0.187228
University of Nebraska at Kearney,11908,0.2657281429798194,0.255054
San Francisco Conservatory of Music,2044,0.2637972581202727,0.253655
Birmingham School of Law,1065,0.23378828128777102,0.220264
National Institute of Technology,35507,0.10958089992322335,0.101311
Vincennes University,12594,0.2020279428649538,0.190956
Louisiana State University-Eunice,1842,0.20993866787941162,0.200176
Williams Baptist University,625,0.2762953615401157,0.259215
Valley Grande Institute For Academic Studies,999,0.17119543784134741,0.159649
Association of California School Administrators,738,0.4233515864311269,0.410734
Clearwater Christian College,2035,0.26949712492921246,0.258300
Delaware Area Career Center,754,0.19682171464438156,0.187082
Harrington Institute,742,0.2457127086448418,0.235229
Realtor University,1350,0.2878368667564593,0.273004
Dream University,1139,0.33655083640379213,0.324201
Wayne County Community College District,7344,0.2513487927076817,0.242281
Goshen College,3354,0.3405707101510731,0.326898
Mycomputercareer at Raleigh,8074,0.11960572958045612,0.112826
Atelier Esthetique Institute of Esthetics,787,0.3028247656349226,0.284079
Pennsylvania State University-Penn State New Kensington,681,0.17974615362952542,0.171683
The North Coast College,1449,0.23732316210980234,0.229277
Southern Adventist University,5023,0.34357231368048796,0.330834
California Miramar University,518,0.20601289319306237,0.193403
University of Texas Southwestern Medical Center,7387,0.39520312548953884,0.386098
Newark College,2909,0.23420760646467992,0.222222
Harris School of Business-Wilmington Campus,1405,0.2173812820467837,0.206239
Hammond Area Career Center,858,0.24144668691972804,0.225280
Esade Business&Law School,23235,0.19038375269565766,0.176811
Wentworth Institute of Technology,15437,0.12389285372789999,0.115579
Daystar Leadership Academy,770,0.29647300515030844,0.286299
Lake-Sumter State College,5327,0.24729587370434436,0.236059
University of Michigan,176272,0.26851435117503264,0.256871
Herzing University-Atlanta,644,0.17819485191759085,0.169770
Tech Talent South,1115,0.2169060364327968,0.205966
Mount St. Joseph University,4630,0.2893921641756684,0.280850
Globe University,5349,0.29021695773050293,0.281937
Rappahannock Community College,1970,0.23146967327942994,0.221633
Mediatech Institute,694,0.16997174125020725,0.159912
New York Institute of Technology,31664,0.17156076029723852,0.161767
Frederick Douglass Academy,6251,0.2546939265985634,0.243042
Montessori Center of Minnesota,2196,0.28719723087913973,0.276071
Ross Medical Education Center,918,0.29424209936807183,0.279383
Washington State Community College,1321,0.23493172243793298,0.225999
California Coast University,5033,0.2611331566675285,0.245934
Prairie State College,5070,0.225011978138131,0.215271
Columbus Technical College,2732,0.1896091050773708,0.181843
Brookline College-Phoenix,3253,0.27420397318236056,0.259185
Southeastern College,1913,0.21701709029400565,0.208081
SUNY Morrisville,5247,0.1948395589335158,0.183620
"Columbia College-Columbia, Sc",3201,0.35289676636839823,0.343879
South Carolina Criminal Justice Academy,730,0.3023208586407162,0.286164
Academy of Court Reporting and Technology,731,0.18258520819066082,0.171875
Dr. Ida Rolf Institute,854,0.44917269202736815,0.437678
Institute,77476,0.14906465921511128,0.139859
American University,84121,0.2903584337419976,0.277271
Laurel Technical Institute,586,0.21023897729857816,0.198540
Niagara County Community College,6420,0.20118524802155702,0.191887
Citrus College,10157,0.23325678929814922,0.224018
Tennessee College of Applied Technology-Memphis,648,0.17153724168146414,0.161082
Juniata College,4487,0.2601216704177035,0.247967
The University of Olivet,1094,0.2726513390139374,0.266206
Birthingway College of Midwifery,775,0.6190052156842443,0.602174
International Business School,11077,0.18929582004924975,0.176713
Somerset County Technology Institute,1263,0.1994354794219566,0.191818
Some College,3374,0.18744459827847107,0.177415
Greater Johnstown Career and Technology Center,596,0.18664270079472578,0.174625
Spirit of Faith Bible Institute,971,0.4477472408297843,0.432454
Community College of Beaver County,3478,0.2152016474445827,0.205200
Universal Technical Institute of Texas Inc.,8394,0.12109657835186646,0.112378
St Cloud Technical and Community College,4561,0.1986451852068854,0.189661
Control Data Institute (CDI),3580,0.08901718183029161,0.081664
Wayne State College,6489,0.2525562242189272,0.242557
City Colleges of Chicago,1852,0.21762587246807163,0.209042
College of Court Reporting Inc,979,0.16669374957112532,0.155428
Aventis School of Management,6901,0.19954849088294158,0.187883
"Westminster College-Fulton, Mo",2585,0.25047983292939047,0.240046
Professional Skills Institute,969,0.28924085028974855,0.277447
Charis Bible College,869,0.34983764965114056,0.333619
Devry University,112448,0.1476527419332732,0.138269
Plaza College,2994,0.3129864426155782,0.301268
University of Puerto Rico-Utuado,634,0.12183833351804284,0.115385
Gordon College,7390,0.3180618403750121,0.305485
Nexus University,881,0.20717502341846072,0.195215
Columbia Area Vocational Technical School,1498,0.17968132633354275,0.171126
Back School of Atlanta,1004,0.25985096553568293,0.250439
Universidad Central Del Caribe,5543,0.20542733152502432,0.187616
Commonwealth Technical Institute,727,0.3149308217444288,0.300228
Orange Technical College,698,0.2051526695823553,0.194175
Bennett College,2387,0.31854704318119426,0.308568
Tiffin University,7100,0.26075915146666806,0.251237
Miami Lakes Educational Center and Technical College,2251,0.20790224059602608,0.197794
Illinois Eastern Community Colleges-Olney Central College,568,0.23632262938218065,0.230887
Champions School of Real Estate,11551,0.2515407551731327,0.239780
Tulsa Technology Center,2916,0.19595320039145217,0.185982
Swarthmore College,6514,0.3277652467635632,0.313775
Savannah River College,831,0.2022237483496038,0.189563
Institute of Contemporary Psychotherapy,1310,0.513924797804713,0.484191
The Chaplaincy Institute,664,0.4771275044815065,0.465296
Mitchell Technical College,800,0.15017901285259275,0.140807
Tennessee College of Applied Technology,970,0.1847975201523297,0.172727
University of Houston-Clear Lake,22835,0.21968185068044793,0.209289
Lake Tahoe Community College,2071,0.29211660094233594,0.282031
London Eyes International Academy of Makeup,809,0.2868830166935931,0.270729
Penn Foster,4375,0.22120273884868724,0.211029
College of The Marshall Islands,506,0.2395490870176022,0.225539
Mount Mercy University,4059,0.2599263036478664,0.250456
Providence Institute,2757,0.2553248063439847,0.244706
University of The Ozarks,1504,0.2337692767768658,0.224861
