GROUP_NAME,N,AVG_PROB,POSITIVE_SHARE
Waubonsee Community College,9541,0.22036936226930273,0.210548
Burlington County Institute of Technology,2066,0.19505869333130849,0.183630
Edward Via College of Osteopathic Medicine,1268,0.3428165889630208,0.336406
National Park College,1672,0.25473215878286254,0.245197
Concord College,1888,0.27110292219197235,0.260407
Muskegon Community College,5336,0.2267468163963412,0.217836
Central New England College,660,0.07984662224150219,0.067553
Widener University School of Law,1894,0.222299342794559,0.210712
Labette Community College,1129,0.24310683213001688,0.230605
Moravian University,7316,0.24466994642873643,0.234481
William Jessup University,3938,0.3005261982170442,0.291374
CUNY Kingsborough Community College,14887,0.22334312916950694,0.214350
Edge Academy of Beauty,869,0.2312238689944188,0.218479
Westfield State University,12981,0.24719363674498687,0.236385
Gutenberg College,571,0.20432663530325407,0.193303
Spring Arbor University,8267,0.34091309431811206,0.328625
Union Presbyterian Seminary,618,0.4754688871753802,0.461988
Aveda Institute,3166,0.29095357652134163,0.277524
Brescia University,1496,0.25752527480375315,0.241742
Mendocino College,1853,0.29574509062199383,0.283468
Cdm Institute,1501,0.1319898674883247,0.127203
Hutchinson Community College,5627,0.22562188143931267,0.216281
Bluefield University,1223,0.2834547081168692,0.272795
California College For Health Sciences,943,0.30729983622363904,0.290507
Texas Chiropractic College Foundation Inc,1191,0.38576143159350346,0.371925
Santa Clara University,48506,0.21453704723030775,0.204405
University of Guam,2134,0.262646611864193,0.250278
Kaiser Permanente School of Allied Health Sciences (Kpsahs),990,0.4038783899183995,0.391552
Orange Academy,1084,0.22588711567864622,0.217577
Icdc College,1913,0.22965686878250602,0.219209
National Business Academy,850,0.1747509838376576,0.125586
Baton Rouge General Medical Center School of Nursing&School of Radiologic Technology,1143,0.2701585792344072,0.259615
Albert Einstein College of Medicine,4713,0.36271088108274524,0.350953
Middle College,1713,0.2734712152741347,0.263941
Defense Acquisition University (DAU),11224,0.1452635977336289,0.134164
Hillsborough Community College,24795,0.22533848763730038,0.215285
Waldorf University,5240,0.3002539498204077,0.284279
Palo Alto College,3335,0.23704896232015346,0.228172
E&S Academy,1871,0.22760906170816025,0.216689
Holmes Community College,5138,0.21909047012357177,0.210177
Pennco Tech-Bristol,510,0.1149598057301502,0.108590
University of Akron Wayne College,1124,0.2136210566163789,0.205972
Logistics Operations School,1375,0.17185595215590166,0.157895
Florida Academy,3119,0.21367355408778443,0.201285
The Consultation Institute,891,0.22394397267369293,0.204436
Florida Career College-Miami,829,0.15693217192550793,0.145738
Medical Coding Academy,1202,0.17969684763254573,0.171920
Gateway Technical College,7844,0.20136380210690835,0.190130
Retail Ready Career Center,797,0.18915903451045693,0.180696
Rets Electronic School,599,0.0965370270030291,0.093872
Minnesota School of Business,9631,0.23955608719184246,0.229379
Sacred Heart University,20626,0.2371602336586104,0.227725
Concordia University-Nebraska,3341,0.35000619094911056,0.340543
Mansfield University of Pennsylvania,4959,0.25579665238964305,0.246227
CUNY Hunter College,50319,0.3466288563095428,0.335309
Fortis College-Orange Park,549,0.2294749104308824,0.219081
Institute of Professional Careers,715,0.21211920722045088,0.205282
North Metro Technical College,1924,0.18891623905759458,0.182636
Kerala Ayurveda Academy,1667,0.24048155749840214,0.228643
Albion College,6358,0.26171052634314357,0.248530
Grossmont College,15241,0.2451488955308896,0.234052
Dss Academy,617,0.20033871400022796,0.190150
The New England Conservatory of Music,2754,0.28457303414032,0.269651
The University of Texas System Office,1253,0.1893804565917887,0.179030
Wright Career College,1161,0.22872364038863927,0.218750
Starmark Academy,776,0.24557565522124838,0.233890
Byzantine Catholic Seminary of Saints Cyril and Methodius,660,0.17681401489031173,0.164141
Indiana Wesleyan University-National&Global,2077,0.285210041267693,0.272385
"California Institute of Arts&Technology-San Diego, Ca",2652,0.16799750929111115,0.157895
Pope St John Xxiii National Seminary,1038,0.21555937468612163,0.205357
Henderson State University,5208,0.2668128308010274,0.256228
Knox College,5832,0.28498656754947604,0.274022
The Marketing Seminar,6999,0.21938992190872142,0.205837
Stanbridge University,2796,0.4731786184404807,0.463198
Temple Baptist Seminary,570,0.3277631079337607,0.314888
Elgin Community College,10860,0.21689044183123612,0.206448
Shelton Professional Phlebotomy Services,1237,0.1526846487372894,0.144006
American Islamic College,568,0.30037606643240794,0.285061
School For Advanced Studies,3640,0.28407284803166327,0.275498
Carrington College-San Leandro Campus,596,0.2872029885007756,0.278533
Spring Garden College,1146,0.10471367734249666,0.093548
Concordia University-Wisconsin,11330,0.3231230083831648,0.312139
International Wine Center,820,0.1694871996404545,0.151000
The Wellness Institute,715,0.6867081447000951,0.676505
Nationsuniversity,1417,0.4087283859878133,0.390817
Institute of Health and Healing,590,0.6113492918815465,0.588983
Cincinnati Hills Christian Academy,3259,0.25551388754499804,0.246150
Theatre of Arts,5484,0.27586429934580103,0.262905
Georgia Institute of Cosmetology,1083,0.17487951794897072,0.160643
P&A Scholars Beauty School,1195,0.3482050966899962,0.332834
Alabama A&M University,10041,0.2528642732769083,0.243700
Linn-Benton Community College,5489,0.2571655269593858,0.246999
International Baptist College and Seminary,918,0.3619160057726024,0.345190
Osha Academy,4566,0.17895142002318215,0.162855
Interaction Institute For Social Change,654,0.5617858424035219,0.545455
Detroit College of Business,1250,0.18118707589214686,0.171267
Career Academy,2441,0.2375454284697352,0.227146
Pittsburgh Career Institute,12789,0.16034877024184427,0.151538
Valley College-Martinsburg,1277,0.1649203835102846,0.158173
Carrington College,1607,0.3534425895034654,0.341151
Stonehill College,9553,0.21608054852589306,0.206200
The Second City Training Center,2494,0.2587294420075162,0.244918
National Career Education,1149,0.3607238710631409,0.346434
Pan Am International Flight Academy,622,0.16826100782189807,0.157825
Peirce College,5076,0.2079992821320087,0.197875
Quantum Healing Hypnosis Academy,560,0.6398068471158138,0.616438
Aims Community College,5401,0.23967796075816952,0.229955
Millersville University of Pennsylvania,18218,0.2664324862173977,0.256676
Park University,30486,0.21871326333601354,0.206840
Universidad Central De Bayamon,520,0.20205242259428932,0.185022
American Institute of Healthcare&Technology,720,0.32852232762671835,0.316927
Bryant&Stratton College-Greece,701,0.21784360837417047,0.206230
Ifrec Real Estate School,866,0.25457617214047207,0.241950
University of New Hampshire-Main Campus,10421,0.16297245638234237,0.153904
Seattle Film Institute,928,0.18244603728235492,0.173642
Purdue University Northwest,17079,0.22504579306806355,0.215845
Medical Career Institute,1081,0.3049518739321785,0.295333
Concordia University,12356,0.21232816963922732,0.201249
Graduate America College,612,0.2563781839395968,0.241581
University of Valley Forge,2113,0.32408024788137446,0.309219
University of Georgia,129845,0.2512290418628388,0.240510
French Academy of Cosmetology,579,0.24192142779498854,0.229167
Midwestern State University,11634,0.25822797960290805,0.246602
National Association of State Boards of Accountancy,2089,0.2424618292807274,0.233374
Campbell University,17643,0.2687230870621049,0.258520
Santa Fe College,15098,0.25306762916618625,0.242083
Trinity School of Natural Health,1515,0.5747810003823502,0.565746
Downey Adult School,1559,0.2622193312143193,0.252490
Mast Academy,2056,0.24732116876149807,0.237578
Foundation College,1955,0.23377396869851272,0.224656
Darton College,3232,0.25236959249354723,0.242684
Accelerated Sports Career Academy,621,0.2941747482393498,0.282640
Forklift Academy,510,0.14085821681816982,0.131119
University of Puerto Rico at Ponce,1110,0.2752936901546929,0.261784
California Institute of Integral Studies,5499,0.5467769833620107,0.530206
International Coach Academy (ICA),3280,0.5210868104944111,0.494984
New York Restaurant School,1507,0.17734221385608467,0.168132
Advance Science International College,833,0.21449299114526135,0.202929
Westmont College,6485,0.3268399137366361,0.314482
Davis College,5677,0.20033676736999223,0.190469
Welder Training and Testing Institute,515,0.11258521438427754,0.109698
Institute of Medical Education,4547,0.31043334402643075,0.299572
Hr University,1986,0.22029744350245223,0.200897
Lincoln University,11065,0.2950819129639223,0.283904
Berlitz Language School,3884,0.22769338292587862,0.214224
Athens State University,7053,0.1868383195946518,0.179544
Sae Institute of Technology-New York,814,0.13785265032702582,0.121908
Barnard College,11988,0.346323414771281,0.331859
Occidental College,8225,0.3231980712281615,0.310639
Mid-America Christian University,3497,0.30806679000971304,0.293621
Helio Training,1014,0.2342625105251636,0.219947
University of Wisconsin-La Crosse,24679,0.2919994401637159,0.281047
Fordham University,67752,0.24450131371618197,0.233965
Oliver Finley Academy of Cosmetology,715,0.25413274534829555,0.239295
National Labor College,2202,0.23516012288857835,0.218070
Lincoln College,4650,0.21050970876058056,0.199796
Hickey College,2025,0.1636863981063251,0.151724
Quincy University,3382,0.24342361906981463,0.233213
Minneapolis Community and Technical College,10627,0.2493902293307678,0.239575
Schoolcraft Community College District,3212,0.23710556782711023,0.225638
Sotheby's Institute of Art-Ny,3186,0.22536327510815307,0.214076
Carlow University,4839,0.33367870656804205,0.322017
Avalon School of Cosmetology,543,0.2592238469274276,0.252782
Pillar College,720,0.3196430146349858,0.301552
Old Dominion University,53251,0.23721958872975032,0.226907
Gene Juarez Academy of Beauty,526,0.29351421878718975,0.282875
Alhambra Beauty College,1342,0.23778601872884395,0.224518
Keiser University-Ft Lauderdale,18678,0.27389863168326484,0.263631
Itasca Community College,1338,0.24075891421474716,0.230173
Boston Language Institute,5208,0.2704182796853868,0.260648
Blue Ridge Community and Technical College,1103,0.22132106666804413,0.216745
University of Minnesota-Crookston,3373,0.2231983891144621,0.212663
Northwest Nazarene University,5851,0.33487910666674986,0.324782
Seminario Evangelico De Puerto Rico,980,0.29784130224698296,0.282776
University of Rio Grande,2512,0.25468951100505904,0.243341
College of Massage Therapy,1214,0.47615344013892774,0.458179
College of Saint Mary,6592,0.2903698009431263,0.278119
Blue Hills Regional Technical School,1902,0.18054004437814458,0.168610
Washington State University,72240,0.24414957782039293,0.233575
Computer Graphics Master Academy (CGMA),537,0.12296923052531787,0.119822
The University of Texas at Austin,231892,0.2311837400293,0.220914
Reed College,7817,0.2819625141812201,0.268708
University of California-System Administration Central Office,557,0.26270502215834557,0.243531
Micropower Computer Institute,571,0.13617230524054497,0.122754
Bob Hogue School of Real Estate,1933,0.2493934050285369,0.240401
Linfield University-School of Nursing,7532,0.26552468369202925,0.253661
Oklahoma State University,74106,0.21736821729234596,0.207257
Simpson University,2074,0.3675576633239474,0.357906
Chamberlain University,24044,0.5197788123440974,0.510750
Lon Morris College,710,0.21191713923242264,0.200873
Utah State University,49302,0.2746196830764053,0.263413
Institute For Professional Empowerment Coaching,591,0.556313203582109,0.533700
Cornell University,164956,0.2577195689049158,0.245507
Westmoreland County Community College,3924,0.1944798704213927,0.185460
National Cryptologic School,1065,0.16248055905147407,0.146190
Southwest Technical College,557,0.20682032886533522,0.198804
Briarcliffe College,4105,0.17395274441352193,0.162238
Clemson University,67797,0.21612500234444887,0.206298
Airman Leadership School,3677,0.20538226587393787,0.192075
Med Academy,1008,0.24568519409966771,0.236041
Institute of Occupational Safety and Health,1740,0.2806510135744943,0.258525
Peralta Community College System Office,998,0.3538163719498237,0.347607
Coaches Training Institute (CTI),3598,0.615611480566238,0.580725
Santa Fe University of Art and Design,4126,0.25009324184790294,0.239342
Council on International Educational Exchange (CIEE),13839,0.2815808350683266,0.271985
Jersey College-Cleveland,1010,0.4376667207288605,0.424293
Charleston Southern University,7557,0.26717098187348176,0.255058
University of Holy Cross,1033,0.319080680201555,0.306413
Concordia College at Moorhead,665,0.3290778315178024,0.316687
The Tech Academy,1509,0.2037573683842291,0.191048
The Evergreen State College,15641,0.32583832901365106,0.311468
Colorado Technical University,49815,0.20758298128525854,0.196201
Cornerstone School of Ministry,932,0.40822003405937385,0.395410
Genesee Community College,4634,0.22848979237661907,0.219024
Chowan University,2127,0.23851288804517737,0.228749
Colorado Heights University,764,0.2637726445263164,0.254484
Long Island University,44573,0.27570212945975225,0.265610
Central School of Practical Nursing,679,0.34481782089622554,0.332921
Montserrat College of Art,2502,0.18536609876709556,0.178778
Columbia College Hollywood,1234,0.12973925719623478,0.117548
Embry-Riddle Aeronautical University-Worldwide,59864,0.16118996139826794,0.149382
Atp Flight School,2310,0.22895066321027233,0.217672
Los Angeles Southwest College,1867,0.3204653033962131,0.306939
Tarrant County College District,39396,0.2049538280158593,0.195608
Kent State University at Geauga,536,0.24852222109363914,0.238806
University of Baltimore,19719,0.23869754467122262,0.228558
Fulton-Montgomery Community College,2616,0.2205468022625682,0.207145
Bucks New University,1220,0.21186893040846747,0.197874
Live Oaks Vocational School,1189,0.20162948212796578,0.191298
Airline Academy,2125,0.16479407811772784,0.152157
Green River College,13973,0.23167114129718863,0.221224
Coding Temple,1642,0.20231291624491193,0.191106
St Bernard's School of Theology and Ministry,2730,0.26531396439051125,0.255924
University of South Carolina-Upstate,8316,0.2349742845967694,0.224610
Blake Business School,1672,0.23842020157567045,0.225758
Mento Design Academy,684,0.20929720307448904,0.198402
Chandler-Gilbert Community College,9788,0.23977320486115672,0.229257
Tallahassee State College,5380,0.2378453422776168,0.228495
Saint Michael's College,10351,0.24774165457778433,0.235502
Ohio State University-Lima Campus,846,0.21361259009708808,0.207076
Wade College,1538,0.18362990559660214,0.176526
Express University,1805,0.24466647503456104,0.230990
Gems Modern Academy,5159,0.15914127476998874,0.151965
The King's University,1192,0.4318181001719141,0.418278
Heritage Christian University,3840,0.28091928630817886,0.268966
It Certification Institute Llc,1704,0.16493498970106465,0.153579
Pacifica Graduate Institute,2385,0.5636881249951978,0.541305
Richard Bland College,1882,0.24357111982096244,0.230867
Eastern Illinois University,28952,0.24139164318219725,0.230234
The Washington Center,4838,0.35266117311554285,0.339341
Cardinal Criminal Justice Academy,740,0.20179184881350573,0.192214
Washington Bible College-Capital Bible Seminary,727,0.4195259036884617,0.407625
Rush University,7240,0.4550686723037172,0.442449
Sit Graduate Institute,15092,0.4773885348876527,0.461420
Washington Health System School of Nursing,948,0.5417179701799336,0.530915
Institute of Hazardous Materials Management,657,0.22228201345510112,0.201342
Elizabethtown College,7238,0.2494388042317422,0.239523
Vickie Milazzo Institute,777,0.3708652742466525,0.354379
Alliant International University,6701,0.4776890963146099,0.457865
Wyatt Institute of Real Estate,651,0.2681991149186416,0.257901
University of South Carolina Aiken,5317,0.25028194880014704,0.239355
Sierra Nevada University,2648,0.27234849257134963,0.258385
Erikson Institute,1061,0.6368118947885071,0.625090
Huntingdon College,2988,0.243227789399431,0.230769
Lex La-Ray Technical Center,1159,0.19393231750094542,0.185736
Yeshivat Hechal Shemuel,1844,0.24329680638811205,0.235123
State of New Jersey,2400,0.2593629081768935,0.241832
Presentation College,3265,0.2583209401528934,0.243563
Tucker School of Real Estate,785,0.27606325494477035,0.265127
Simpson College,5190,0.25744133467495645,0.246592
Cardiac and Vascular Institute of Ultrasound,652,0.3260996054262792,0.316273
Chopra Center University,697,0.5970033649516371,0.575758
Yoga Center of Minneapolis,602,0.5442461863479892,0.529326
Mountain Gateway Community College,1700,0.1908151045342618,0.182284
Mci,501,0.14731226618991666,0.137990
University of The Virgin Islands,2966,0.26505095689939795,0.253364
Somerset Community College,2508,0.23807719835094895,0.226450
Clarke University,2737,0.2536979094047703,0.243808
Professional Development Institute,3827,0.27030990644330993,0.254779
St. Joseph's College of Nursing,1154,0.2552822944424262,0.247720
South Central Career Center,550,0.22408212546623926,0.217257
The New School,59229,0.23595799972852857,0.224027
Oglala Lakota College,847,0.3195290824459447,0.313745
Dominican School of Philosophy&Theology,8882,0.18344880385984555,0.173288
Golden State School,684,0.2263738957464101,0.214286
The Ducret School of Arts,8725,0.1837998152403833,0.173183
Cosmo Beauty Academy,533,0.20651211577647707,0.201365
Moresteam University,696,0.19082939713362834,0.175904
"Middlesex Community College-Bedford, Ma",1026,0.20254081387917644,0.196707
Shepherd University,7036,0.24306607771133648,0.230222
State of California,1424,0.30327246359225196,0.286686
Healing Arts Center,1225,0.5898564243246021,0.578694
Compass Career College,521,0.3104653717070114,0.297735
Hennepin Technical College,8897,0.16492739318008323,0.155856
New Iberia Senior High,5401,0.17516827675166674,0.166415
Lee University,8113,0.3162361415358636,0.304116
American Musical and Dramatic Academy,3537,0.2746754796353851,0.261977
Cosmetology School of Arts&Sciences,820,0.24149472502541622,0.229279
Central Baptist College,1198,0.23482411234602124,0.222076
School of Visual Concepts,2782,0.2223102199262393,0.206098
Truckee Meadows Community College,7131,0.2525282698339378,0.241533
Iowa School of Beauty-Sioux City,508,0.22566201082182882,0.216015
Medical University of South Carolina,11604,0.41157299742013637,0.399837
Western Kentucky University,33319,0.2505688197343728,0.240691
New York Real Estate Institute,1100,0.20933428982675903,0.200159
East Central College,4257,0.20026345755481326,0.192513
Charlotte Technical College,1186,0.14877179764255097,0.142950
Boricua College,958,0.30508504033901457,0.295438
Pennsylvania State University-Penn State Brandywine,593,0.183123178296724,0.174834
Emerson College,24869,0.2359527855661791,0.223672
Ai Miami International University of Art and Design,4609,0.14521396166372896,0.135562
Austin Institute of Real Estate,2034,0.1956215842560916,0.185211
Deloitte University,742,0.24121779545501876,0.227325
Sas Institute,1725,0.12377933969469941,0.113412
Hawkeye Community College,5537,0.21130697200032836,0.202901
Massachusetts College of Liberal Arts,4945,0.2660723742126908,0.254516
Buckeye Joint Vocational School,1935,0.2093148481386184,0.201449
Texas Bible Institute,971,0.27909497145876655,0.270551
Howard Community College,11550,0.22912072978797982,0.219658
Centre College,7311,0.2780680229172343,0.266330
School of Medical Technology,621,0.2513888725520359,0.238439
Chattahoochee Valley Community College,1360,0.2191437567630691,0.207701
SUNY at Purchase College,12203,0.2484289968924291,0.239225
Robeson Community College,1698,0.23388484183720276,0.219980
University of The Incarnate Word,14144,0.2728582348680665,0.261388
Google Creative Campus,914,0.2505872456318781,0.238647
North Greenville University,3512,0.2639733498045081,0.255366
Western Texas College,1138,0.22128932802937307,0.208481
Cuny City College,825,0.2807060052756525,0.269269
Cambridge School of Culinary Arts,1184,0.2519498936729419,0.240989
Icahn School of Medicine at Mount Sinai,4549,0.4172890994896112,0.405181
Cci Training Center-Arlington,1464,0.20801254984708392,0.192019
Saint Catharine College,1018,0.248789119286387,0.238400
Euro Institute of Skin Care,538,0.3611459164392738,0.346687
Holy Child School,19421,0.17672018076688153,0.167491
Miami Media School,512,0.18765739520234845,0.176849
Fountainhead College of Technology,587,0.13270623578480195,0.125850
Monongalia County Technical Education Center,972,0.20139468967216861,0.189381
Ascension College,962,0.2563351051052197,0.246563
Private School,19396,0.23343848884924331,0.223224
Jefferson College,6846,0.2004858059056476,0.189964
Christos Center For Spiritual Formation,540,0.6037409268648825,0.586207
The University of Tampa,25318,0.22150850467556515,0.211365
Angeles Institute,1689,0.18842731835698087,0.180441
Kairos University,666,0.44350520936662746,0.435484
Ross Medical Education Center-Ann Arbor,733,0.26361475577658694,0.248780
Tallahassee Community College,10498,0.24041605681019212,0.230718
Des Moines Area Community College,15472,0.22160068039345274,0.212562
Audio Institute of America,536,0.20634800593174402,0.199387
Amberton University,5541,0.2664594935653769,0.254687
Kent Career Technical Center,1911,0.2269987885217026,0.217047
Saginaw Valley State University,12684,0.2798302875854279,0.270671
Palmer College of Chiropractic,5595,0.5740591258231105,0.559197
National Academy of Sports Medicine (NASM),12512,0.435459930174026,0.420476
Strategy Institute,3278,0.22609865594601564,0.212491
Institute of Product Leadership,673,0.19730980367086315,0.183824
Devry University-Colorado,1245,0.1737187689599993,0.162462
Northland College,1657,0.32687574332982083,0.316550
Stanly Community College,3939,0.19923339946155755,0.190915
Vatterott College,4103,0.15093970218443326,0.141314
Central Oregon Community College,4840,0.2646211687643981,0.254194
U.s. Truck Driver Training School,1739,0.1377832898202245,0.126497
Anderson University,13187,0.2948836803574871,0.284076
Arizona School of Integrative Studies,730,0.3422657096606064,0.333333
Performance Training Institute,1070,0.3136828032820927,0.299768
Saint Edward's University,19021,0.2501036300205036,0.237904
The Chubb Institute,8014,0.09769931851793448,0.090516
Winthrop University,15361,0.28324574316361845,0.273014
Central Business College,558,0.17558830391089675,0.163743
Gateway Christian School,2853,0.2286759933607208,0.216641
Sports Management Worldwide,2690,0.23569599325764512,0.228135
Interlochen Center For The Arts,3135,0.30194581094575607,0.286353
Career Technology Center of Lackawanna County,560,0.2028374996199264,0.196429
Florida International University,123508,0.2339065987708552,0.223773
Piedmont Technical College,2541,0.20619070786645505,0.196444
Morehouse College,13548,0.32603777775994425,0.315277
University of Arkansas Community College,854,0.2247015147635204,0.214962
Rocky Vista University,868,0.447502095471664,0.439466
Grayson College,20245,0.20729524924005416,0.197590
Binghamton University,50557,0.23462827452155136,0.224306
Venture Capital Institute,1663,0.3021228071568838,0.288900
Software Engineering Institute,1017,0.10058413681379393,0.093777
CUNY School of Law,1265,0.27325271585113,0.263583
Mgh Institute of Health Professions,3538,0.5045099838793289,0.493901
The Chicago School of Professional Psychology at Washington Dc,518,0.49120611845523887,0.470097
Oklahoma Christian University,6193,0.23081847935668684,0.221488
Franciscan Missionaries of Our Lady University,1102,0.33451996796382066,0.319033
Satellite Academy,1005,0.217708128073159,0.205758
Northwest Technical Institute,7264,0.1926167424084575,0.182202
Mount Mary University,8696,0.32217465299837394,0.309747
Middlesex College,9579,0.20683341593949442,0.196816
Quincy College,5583,0.23269172476742686,0.223096
Marion Technical College,2764,0.22591623655810592,0.219072
Century College,14286,0.23061067744981995,0.220020
Berkeley College-New York,3361,0.1686595850112488,0.160727
University of Massachusetts-Boston,40280,0.2871410921354379,0.275154
The University of Alabama,84285,0.23438169463807937,0.224839
Living Arts College,6923,0.2122902351771974,0.201969
Hampton Roads Criminal Justice Training Academy,598,0.24252981162252135,0.230101
University of Southern Maine,17988,0.29090377201996515,0.279590
Gold Coast School,6852,0.19342752968867888,0.180478
Notre Dame Academy,10168,0.2636140323325546,0.254164
Washington Online Learning Institute,847,0.274699135218088,0.261996
Career Networks Institute,1589,0.3120031972959433,0.299574
Longy School of Music of Bard College,1471,0.2959172971302099,0.284865
Westminster University,14580,0.24501519924754764,0.233752
Marlboro College,2780,0.28677408520931863,0.275682
Moody Bible Institute,6537,0.41634873575070436,0.402494
Colorado School of Mines,20867,0.15954303388776547,0.150852
Saic University,536,0.23764259185887868,0.227273
Baldwin Beauty School,1372,0.264171194564574,0.250314
Mercer County Technical Education Center,1030,0.19416392932591173,0.184909
Business Enterprise Institute,665,0.3712752480712707,0.355721
Lane Community College,9110,0.25872006595508457,0.248980
Grove City College,9264,0.23356186159030404,0.222900
Chabot College,13248,0.24645585667303563,0.236513
Piedmont University,4476,0.30719956888480204,0.297526
Hallmark Institute of Photography,1023,0.1518988551769317,0.142665
Pikes Peak State College,5906,0.26451381661184187,0.252786
Keck Graduate Institute,2226,0.3448688306245246,0.336924
Hypnotherapy Academy of America,891,0.6144643319360268,0.594439
Yavapai College,4384,0.2852629897846172,0.273812
Arizona State University-Northeastern Arizona,6198,0.3343240419923939,0.323868
Dallas Nursing Institute,2271,0.1681407075621037,0.159973
SUNY Cortland,14593,0.2861680190141385,0.274225
Mercer University,25384,0.295019842624292,0.284353
Amridge University,1479,0.3358463281850231,0.320227
University of West Florida,24751,0.2789805780521875,0.268880
Midwest Institute,591,0.26105094569025383,0.247453
Sojourner-Douglass College,1122,0.32163848746327933,0.309278
University of Kentucky,75618,0.25263289829751595,0.242689
Yakima Valley Technical Skills Center,572,0.2461488582555213,0.231355
Kenyon College,8165,0.2867444330755151,0.274466
Lackawanna College,2183,0.21807722172778388,0.206944
Environmental Systems Research Institute,518,0.18701593769685587,0.176563
El Camino Community College District,22306,0.21948078525237477,0.209145
Divers Academy International,515,0.1466394689631011,0.134328
City College-Fort Lauderdale,876,0.2261942898427085,0.218304
Transportation Safety Institute,1747,0.18913861789390604,0.174633
Academy of Finance,1081,0.19867987109022667,0.192462
The University of Texas at Tyler,48531,0.241704768174299,0.230431
Northwest Technical School,750,0.19217364327269912,0.180509
Trumbull Career&Technical Center,686,0.2054963094411653,0.189422
Davenport University,22142,0.2044539801869451,0.194462
Polaris Career Center,1275,0.18186170736837254,0.170763
Northwestern Michigan College,5528,0.21599735390243263,0.207676
Tennessee Temple University,1926,0.2879697079162942,0.274923
University of California-Davis,109840,0.27777441349282583,0.266776
Palm Beach State College,26595,0.23536428535607054,0.225175
Hci College,885,0.2019632905856344,0.187926
University of The District of Columbia,13136,0.25861885257731637,0.248915
Stockton University,18848,0.2449502680535129,0.234231
Carolina College of Biblical Studies,837,0.3724232991564295,0.355721
Upsala College,1663,0.17879126471268555,0.168843
International Institute of Professional Education and Research (IIPER),692,0.12794192805909424,0.117305
Faith Baptist Bible College and Theological Seminary,1028,0.3467281327155023,0.332869
University of Pittsburgh-Greensburg,1947,0.232723130855297,0.220459
Lascomp Institute of It,551,0.16085514138757323,0.154993
University of Houston-Downtown,29553,0.18955576082886028,0.180197
Jose Maria Vargas University,5363,0.1698655818096226,0.155596
Chapman University,35299,0.2733691038259859,0.261124
Faith International University,1530,0.4253462632367008,0.412172
Montclair State University,50676,0.24460054136035764,0.234308
Institute of Electrical and Electronics Engineers,1525,0.109044294550468,0.098888
University of Hawaii System Office,1396,0.2734232413049966,0.259766
American Institute of Certified Public Accountants (AICPA),10824,0.10765262755668863,0.100066
Villiers School,1525,0.1998163826802963,0.185941
Mayo Clinic College of Medicine and Science,1708,0.4151929643537045,0.405418
Ranken Technical College,3339,0.11937890999986413,0.112607
Transylvania University,3255,0.2584388798375703,0.248064
Nova Institute,2171,0.2045879978403042,0.193120
Rockefeller University,546,0.2526072143515787,0.233766
Quality Technical Training Center,613,0.1572773610051829,0.151389
Empire College,2146,0.22032654696297557,0.212309
Columbia College,33159,0.2266996605792376,0.215006
The Southport School,8325,0.19465064690972017,0.183428
Securities&Investment Institute,3612,0.16760772471732574,0.157178
University of The Potomac,1464,0.16295607276702254,0.153633
Massage Therapy Institute of Colorado,783,0.42644045838807515,0.417241
National Laser Institute,1890,0.3265024834459948,0.314108
Hendrix College,3831,0.30178887327026316,0.291627
Hootsuite,502,0.2789782071916791,0.260105
Northwest Florida State College,6221,0.22794931500694535,0.215543
Coastal Bend College,1412,0.20942775193703034,0.198638
Minnesota State University Moorhead,15143,0.2491839640319108,0.238566
Bentley University,32121,0.15322471092557347,0.143929
SUNY Oneonta,16585,0.23050353126116904,0.219731
University of Illinois Urbana-Champaign,199335,0.219960678309489,0.209180
Electrical and Hvac/R Training Center,694,0.10121726670361382,0.093168
College of Central Florida,9830,0.23936755198933546,0.228919
Navy Supply Corps School,1730,0.16083513985530237,0.146729
La Sierra University,4353,0.3254032516844117,0.316658
University of California-Hastings College of Law,6629,0.24108307552194966,0.229726
Connecticut Center For Massage Therapy-Westport,863,0.4388092995747429,0.428000
Mott Community College,8155,0.22024690407444775,0.211589
University of Phoenix-Arizona,505,0.28176590158151066,0.273770
Kirtland Community College,1090,0.22441034450028005,0.214080
Central Academy,8409,0.1971545247891393,0.187791
Amg School of Nursing,501,0.2085195840099567,0.201040
National Center For Housing Management,649,0.30694768364539304,0.290363
Altierus Career College,1130,0.3352364046270802,0.318355
Northwest Shoals Community College,564,0.18831345810331146,0.176556
Denver Paralegal Institute,605,0.17983804727178251,0.173967
Spalding University,4155,0.3537823847108123,0.342332
Iata Training and Development Institute,948,0.14789949780002856,0.134728
Somatica Institute,504,0.5472501693158487,0.525597
Carson-Newman University,5164,0.2912831880722183,0.280697
Learning Alliance Corporation,873,0.3399763355457725,0.327290
American Yoga Academy,1459,0.4832987608543356,0.461634
Albert Merrill School,1702,0.24412300271373918,0.227902
University of Pittsburgh-Pittsburgh Campus,17020,0.22377835951187783,0.212947
Murray State College,1914,0.21222261874370368,0.202499
National Orthodox School,755,0.18439908523406068,0.171429
Cascadia College,4895,0.24528936420846653,0.232933
Westchester Business Institute,645,0.13990267956323715,0.135201
Wilkes Community College,2011,0.21534852043970867,0.204792
United Education Institute,1557,0.22852007417457176,0.216231
Conversational Academy,541,0.36358381758078,0.347896
Curry College,6354,0.2521209160789491,0.241042
Sno-Isle Tech,659,0.17387808531665375,0.166247
