GROUP_NAME,N,AVG_PROB,POSITIVE_SHARE
Health,3464814,0.3827186607410134,0.371417
Education,2696674,0.3495318865691616,0.337426
Agriculture / natural resources,644651,0.2842887980650239,0.271657
Liberal arts / social sciences / arts,10852507,0.27045353226000063,0.258950
Other fields,7124321,0.25625732672635987,0.245210
Business,9254252,0.18796595020961898,0.177613
STEM,9096411,0.17480066321982737,0.165533
Trades / transportation,555028,0.1417833161132101,0.131551
